16A81A0124,R1632017,ENVIRONMENTAL ENGINEERING LAB,S,2
16A81A0124,R1632018,COMPUTER AIDED ENGINEERING LAB,A,2
16A81A0124,R163201B,DBMS,C,3
16A81A0125,R1632011,DESIGN & DRAWING OF STEEL STRUCTURES,F,0
16A81A0125,R1632012,GEOTECHNICAL ENGINEERING - I,F,0
16A81A0125,R1632013,ENVIRONMENTAL ENGINEERING -I,C,3
16A81A0125,R1632014,WATER RESOURCE ENGINEERING -I,F,0
16A81A0125,R1632016,GEOTECHNICAL ENGINEERING LAB,S,2
16A81A0125,R1632017,ENVIRONMENTAL ENGINEERING LAB,A,2
16A81A0125,R1632018,COMPUTER AIDED ENGINEERING LAB,B,2
16A81A0125,R163201B,DBMS,F,0
16A81A0126,R1632011,DESIGN & DRAWING OF STEEL STRUCTURES,F,0
16A81A0126,R1632012,GEOTECHNICAL ENGINEERING - I,D,3
16A81A0126,R1632013,ENVIRONMENTAL ENGINEERING -I,C,3
16A81A0126,R1632014,WATER RESOURCE ENGINEERING -I,F,0
16A81A0126,R1632016,GEOTECHNICAL ENGINEERING LAB,S,2
16A81A0126,R1632017,ENVIRONMENTAL ENGINEERING LAB,D,2
16A81A0126,R1632018,COMPUTER AIDED ENGINEERING LAB,D,2
16A81A0126,R163201B,DBMS,F,0
16A81A0127,R1632011,DESIGN & DRAWING OF STEEL STRUCTURES,F,0
16A81A0127,R1632012,GEOTECHNICAL ENGINEERING - I,F,0
16A81A0127,R1632013,ENVIRONMENTAL ENGINEERING -I,D,3
16A81A0127,R1632014,WATER RESOURCE ENGINEERING -I,F,0
16A81A0127,R1632016,GEOTECHNICAL ENGINEERING LAB,A,2
16A81A0127,R1632017,ENVIRONMENTAL ENGINEERING LAB,F,0
16A81A0127,R1632018,COMPUTER AIDED ENGINEERING LAB,D,2
16A81A0127,R163201B,DBMS,F,0
16A81A0128,R1632011,DESIGN & DRAWING OF STEEL STRUCTURES,F,0
16A81A0128,R1632012,GEOTECHNICAL ENGINEERING - I,F,0
16A81A0128,R1632013,ENVIRONMENTAL ENGINEERING -I,F,0
16A81A0128,R1632014,WATER RESOURCE ENGINEERING -I,F,0
16A81A0128,R1632016,GEOTECHNICAL ENGINEERING LAB,S,2
16A81A0128,R1632017,ENVIRONMENTAL ENGINEERING LAB,ABSENT,0
16A81A0128,R1632018,COMPUTER AIDED ENGINEERING LAB,C,2
16A81A0128,R163201B,DBMS,F,0
16A81A0129,R1632011,DESIGN & DRAWING OF STEEL STRUCTURES,C,3
16A81A0129,R1632012,GEOTECHNICAL ENGINEERING - I,C,3
16A81A0129,R1632013,ENVIRONMENTAL ENGINEERING -I,A,3
16A81A0129,R1632014,WATER RESOURCE ENGINEERING -I,C,3
16A81A0129,R1632016,GEOTECHNICAL ENGINEERING LAB,S,2
16A81A0129,R1632017,ENVIRONMENTAL ENGINEERING LAB,A,2
16A81A0129,R1632018,COMPUTER AIDED ENGINEERING LAB,A,2
16A81A0129,R163201B,DBMS,B,3
